"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"Ghana","GHA","1965","87.571940881179","4.4655150309091","83.1064258502699","10.4856167566619","10.7752006107854","53.312880605695","2030698","53.4079806177258","2095435","53.2211003381569","4126131","8.73932897922986","8.86774089168364","7.42802197758845","7.47523764193369","6.35410154601094","6.36356663295427","5.27920800307819","5.2605057469396","4.4129547947695","4.36345284725845","3.62415599027625","3.53007421976793","2.95683830334616","2.8143418742028","2.3488541087786","2.17772614526065","1.77890015798594","1.59325372737049","2.38069181196187","97886","2.57443184104515","86363","2.19349867139961","184253","1.25373562984106","1.0852564724504","0.768179363884997","0.651245318404379","0.378329914731775","0.31877773843818","0.174186932587316","0.138219142106651","2.81719290889724","3802237","49.1279175312292","3937226","50.8720824687708","7739463",""
"Equatorial Guinea","GNQ","1962","78.1040291248947","10.0700953622952","68.0339337625995","8.48503478886756","8.51579053576834","56.1469611279122","75182","56.3684620921305","72042","55.914562684818","147228","7.85298704414587","8.01595740552456","7.21269193857965","7.36012045667984","6.59114083493282","6.57233997966518","5.9081094049904","5.79387316346251","5.27831094049904","5.19702273309377","4.61852207293666","4.53264826183805","4.02921065259117","3.85740785296834","3.48038627639156","3.2628858378026","2.91206813819578","2.80651645801479","5.65405252861158","7823","5.8653730806142","7007","5.43840177580466","14826","2.34449976007678","2.24536839409204","1.72819697696737","1.57168026202432","1.06765834932822","0.976382108457581","0.725017994241843","0.644971011230723","1.31785671357232","133376","50.8643538416362","128843","49.1356461583638","262219","1.03"
"Hong Kong SAR, China","HKG","1970","68.4974108259693","6.83570034103808","61.6617104849312","10.4197134714357","10.8531988923969","59.3480931294045","1124163","58.1002610749526","1225426","60.5408025904374","2349591","8.14962130575752","8.34051120688384","4.25454887619752","5.16197093990252","5.28220921188962","6.14060094935953","6.17648794382343","6.58860189251941","6.41151387854459","6.74150965544682","5.41872733004478","5.56383022512352","4.88727420418921","5.01993797300916","3.84377181272989","3.6067734734251","3.25639304034036","2.52386738237053","4.05684809572753","108977","5.63227611533655","51636","2.55100355565177","160611","2.27354764764078","1.32032219886343","1.8266740879787","0.844626097579443","0.921284652503443","0.25006949197933","0.610769727213622","0.135985767229564","2.4314432025797","1934867","48.8726193983666","2024133","51.1273806016334","3959000",""
"IBRD only","IBD","2007","49.3428539567376","9.93521405002998","38.6530013617524","9.2888227831668","9.65677524324336","67.3000882798701","1425416000","67.2830994033285","1466330570","67.3165393984642","2891748135","8.97955167799895","9.20626344158765","7.99958737622092","8.11490910369887","7.79990294867825","7.84778034332112","7.6741479652007","7.64499099702108","6.92639653025117","6.87279324980433","5.9176636086225","5.83937577285841","5.34593892936514","5.21500839416631","4.28345806250075","4.07460675561003","3.06762952132333","2.84403609715301","6.68640774767476","158667566","7.48949469020564","128636338","5.9054578051063","287301367","2.58845498494121","2.28654253217418","2.09135875061443","1.72701050095342","1.44725658395441","1.07806426123204","1.36242437069559","0.813840510746662","1.01085551630722","2118534988","49.3049826295927","2178261960","50.6950173704073","4296873722","1.09488023086854"
"IBRD only","IBD","2008","48.79699887859","9.980712870246","38.0845951493161","8.96743472361901","9.35484252176559","67.5377651092408","1444649810","67.5159050895697","1486521732","67.5589426012196","2931173312","9.10676572242832","9.34485979536779","8.03780825542687","8.16192461655311","7.67933256847191","7.72786711160695","7.64814063587081","7.62925444461019","7.03482647897563","6.96596376704729","6.03127425798143","5.95160117468094","5.33066741365556","5.1947105872301","4.50356145558281","4.29834086932079","3.17609357755731","2.92957771303686","6.74075035688899","161521969","7.54875114507468","131032000","5.95509843570021","292551992","2.54750618517229","2.26068762237255","2.13542533128246","1.75800119535242","1.45840492166996","1.09143810583261","1.40741470694997","0.844971512142637","1.00663502812614","2139717757","49.3016754690095","2200333035","50.6983245309905","4340127558","1.09400687905379"
"Indonesia","IDN","1986","73.2181275392445","6.31620008218213","66.9019274570623","10.9418231640821","11.1799385895101","57.7306783190714","48773189","57.9778305465298","48430419","57.4838855119393","97203618","9.5841298770646","9.81628734059709","8.17236988412087","8.36219856784821","6.40410342559174","6.55114424523925","5.08534439575169","4.89778526582423","4.66489412159642","4.3326166168867","4.33301681591881","4.05683166448521","3.69525483019919","3.45819493591409","2.94573144884222","2.78597519749069","2.1511625833622","2.04291308814375","3.64638515143348","3338781","3.96888706723633","2800782","3.32435347775745","6139575","1.59044057179497","1.42811501715","1.18138540005178","1.00187029319151","0.737733622779554","0.580647502237585","0.45932747261003","0.31372066517835","2.03502833964592","84123860","49.9624149856088","84250427","50.0375850143912","168374287",""
"Isle of Man","IMN","1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.40462914154642","","","","","75996",""
"Ireland","IRL","1993","57.7764503252357","17.3578439504046","40.418606374831","9.41121302643698","10.0050226872228","63.3808213354023","1127578","62.6542082464015","1139074","64.1162766280459","2266664","8.24617742828266","8.67591181636829","6.97889658047065","7.11848150260641","6.81989821415366","6.68391973916079","6.72661693158924","6.59294383387108","6.7595034858627","6.8067343736255","5.86596404104601","6.00543131262397","4.61117672237025","4.76985025581653","3.8959081731211","4.08154346894589","3.33885364306828","3.37643763780466","11.0015390770218","226780","12.6010967413739","166685","9.3823797321801","393444","3.44160311587496","2.96639339842963","3.37700652800904","2.69193333730608","2.65994518534122","1.95935879864132","3.12254191214864","1.76469419780307","0.499840487112985","1799685","50.3230823058482","1776576","49.6769176941518","3576261",""
"Iceland","ISL","1974","65.8242283213389","15.0598696275292","50.7643586938096","10.0565522803793","10.4350061042216","60.3048760687131","63663","59.8056777364082","66119","60.7934570088396","129782","8.68072814577921","9.12695862898266","7.33210162529191","7.7895374560542","5.89719301865381","5.95459927850855","5.00623669427068","5.01464095244215","5.29978335693586","5.34876676366106","5.09908372175903","5.17160664947082","4.6357864330798","4.63186495442487","4.07870426814972","3.92047071350548","3.71950819210894","3.40000550756832","9.0817997522766","10628","9.98433792566611","8919","8.20076922370824","19545","3.11834713534096","2.84557696367759","2.62222513997393","2.25993886599168","2.10640832059422","1.61188166071543","2.137357329757","1.48337173332354","1.35292081060714","106449","49.4632784086692","108760","50.5367215913308","215209",""
"Jordan","JOR","2014","67.1592205078226","6.20304468632421","60.9561758214983","10.1189450290791","10.0504907954833","59.8232077129417","2621197","59.5997769894393","2714322","60.0404262585759","5335525","9.24793508319013","9.18401158726816","8.35805291407591","8.36055550934962","7.60159508940204","7.71284172973776","6.44070324725023","6.65281373484126","5.63488205315237","5.93345372436529","4.54461325357583","4.74849275264863","3.46675919361491","3.41849185015829","2.42091970028181","2.29929322619062","1.76537142581693","1.67998134853292","3.71085752522641","173628","3.94788719776589","157343","3.48040534203499","330965","1.47865005850389","1.32712532051679","1.16332476731458","1.035762507012","0.732856176833187","0.675363606280625","0.573056195114232","0.44215390822558","4.58658511076862","4397998","49.311422517458","4520824","50.688577482542","8918822","1.054"
"Japan","JPN","1968","45.0845868808637","9.57266268617065","35.511924194693","9.56559421647638","10.2699448324757","68.9253089907706","35457026","69.1839703888383","34165127","68.6589220135918","69622144","9.9206203694926","10.4854890022939","8.42541403409851","8.791193916088","7.99346622340811","8.33485559407267","7.6973592385966","7.9293809892181","6.84075686418249","6.4861247540348","5.7405901481608","4.74930641560251","4.97196413335923","4.24745133797874","4.44504006711871","4.0155820398225","3.58316509394489","3.34959313200479","6.59798741735599","3734289","7.28636865701737","2930436","5.88906195729086","6664693","2.83074093367766","2.59349897729919","2.03560910944495","1.72347279945002","1.30732658090729","0.961618237837859","1.11269203298748","0.610471942703789","1.12699684549535","51250348","50.7373927629667","49760652","49.2626072370333","101011000",""
"Kenya","KEN","2012","81.230460192905","3.58534820990682","77.6451119829982","10.6352524636556","10.7698925621797","55.1783625759348","12380863","55.4655718997847","12087151","54.8873044258359","24468000","9.5655224949632","9.59399205177098","8.63805762533942","8.6271438510299","7.13634906432787","7.12725471863944","5.65712534184212","5.65234088227549","4.35952750569087","4.33393133273947","3.35083677288494","3.26472982791885","2.61175802496834","2.45226982528781","2.03766217172987","1.81874646627942","1.47348043438253","1.24700290771478","1.97833651572621","513405","2.30002560735944","363869","1.65231563452169","877263","0.929404685340387","0.740367675409791","0.630543146608673","0.456575657142042","0.438474511000681","0.286970692307486","0.301603264409695","0.16840160966237","2.66280780440883","22321708","50.3382087675639","22021761","49.6617912324361","44343469","1.03"
"Kyrgyz Republic","KGZ","1965","91.5086637706808","12.0896867527623","79.4189770179185","6.7658487148846","6.72790859731608","52.2169707782048","725121","53.8746180965321","618577","50.3990136447979","1343699","5.14120569138479","5.76799110909474","7.70801368527732","8.51783974502294","6.54336622700952","7.19995234683669","6.99584649750061","7.2161087275463","4.89640054586339","4.00262092398178","3.50160648726195","2.63585639425486","4.47338618346546","3.09957715977355","3.94672028072974","2.71729108086187","3.90222378315473","2.51386756010908","6.31286359893082","93357","6.93617059272609","69096","5.62968269847461","162449","2.51494501929422","2.04206860423558","1.7434739710371","1.58642602907169","1.49859441665687","1.19581696615809","1.17915718573791","0.805371099009239","3.07801594606672","1345941","52.3040746494967","1227359","47.6959253505033","2573300",""
"Kyrgyz Republic","KGZ","1973","87.8007518461199","11.4426977853707","76.3580540607491","10.1119451886122","11.3011353892436","53.2479181994331","879029","53.8280499958855","800301","52.6247612514547","1679333","7.24501458365716","7.77898070244109","4.76820061748149","4.8725648957492","5.00227060074914","5.4810382272585","6.15122505767935","6.5428556093308","5.46699704669513","5.60003613137683","5.30576915457457","4.69858446167521","3.50135778877013","2.36084510766758","2.99384042400802","1.95057070556986","3.28142953365823","2.03815002114209","6.09300092699818","121699","7.45232500373354","70466","4.63358725662049","192161","2.77275401012475","1.61733730080288","2.18251972679644","1.300795021201","1.22149176945326","0.863160264911066","1.27555949735909","0.852294669705542","2.10196780847228","1633031","51.7797754184982","1520769","48.2202245815018","3153800",""
"Latin America & Caribbean (excluding high income)","LAC","1995","66.5218229717634","8.53187071426845","57.5492621081003","10.1343307393208","10.3906247801315","60.2115354532551","133615006","60.5891276312337","129147595","59.825800557506","262762608","9.12636720058994","9.16006567898047","8.38755315109516","8.30344257126145","7.5898668569622","7.47419644776878","6.43026485940564","6.27617989681653","5.47667720589779","5.33888745093027","4.366102878987","4.25906956977699","3.55160678610812","3.4420282419052","3.02575130022393","2.87810103385961","2.50060665264313","2.30320488607512","5.1371703525616","12518651","5.67671380085862","9899907","4.58599230415844","22418566","2.07980890908457","1.82453348856024","1.53125655165087","1.27363885549304","1.0256198032928","0.787703592887873","1.04002853683038","0.700116367217285","1.68296770609319","220526374","50.533185627048","215872740","49.466814372952","436470219",""
"Liberia","LBR","1981","93.4084187905825","6.12873117403847","87.2796876165441","10.0459889170853","10.0215863106289","51.7040627967309","505282","52.3364234294888","486834","51.0638967381385","992114","8.48982339841525","8.28975164204904","7.14029727070278","6.78584240105225","5.53130664456989","5.22676115135381","5.14412968045989","5.05830821223812","4.54886322440313","4.47910701062114","3.79988606349371","3.69998594477345","3.16764203221296","3.01631455177463","2.56647159355741","2.51001172667409","1.90201460458853","1.97622778697311","3.16881259686913","29511","3.05670930654099","31295","3.28252473824763","60804","1.36123051426796","1.45870175858155","0.882282873271531","0.959531436507087","0.499559790771143","0.543014237734717","0.313636128230359","0.321277305424268","3.4915577293798","965450","50.3144621311298","953382","49.6855378688702","1918832",""
"Latin America & Caribbean","LCN","1991","69.4799263762899","8.2894780789423","60.7354085228892","10.1536677132039","10.3715571877999","59.1628853361048","134940494","59.4966526263744","131137547","58.823277133905","266078151","9.28942046047696","9.34720864997578","8.45491719181991","8.41827653562824","7.26982497779627","7.16041075012019","6.21255176851255","6.09537789524355","5.03472990977144","4.94329410994386","4.09083841089583","4.0042359220342","3.49624317660823","3.37753770808417","2.95612671355662","2.79245756150236","2.53833230373269","2.31292081357278","4.90429434924882","12293865","5.42049136124703","9762679","4.37916367721892","22056490","1.99108481055637","1.74236084371228","1.43920795056473","1.18623015579421","1.01686356737804","0.783265137220173","0.9733350327479","0.667307540492258","1.83609812411265","226803506","50.4301081173422","222934784","49.5698918826578","449968703",""
"Least developed countries: UN classification","LDC","1996","89.5295259967653","6.05050100966095","82.5773320519152","10.6017122855272","10.7574964364781","53.0144452427371","158656535","53.2909008787413","156669172","52.7374080870683","315325656","8.91215532342751","8.96477425476131","7.54984710860655","7.48798606074302","6.32148315450463","6.25311799328817","5.14243770452879","5.07591331999193","4.11400531650989","4.05507704940024","3.43518210714056","3.32653655510388","2.90948138249142","2.78515408971185","2.38247875413055","2.24837451657345","1.92211774187421","1.78297781101633","3.2076396595704","10217284","3.43186789560197","8861152","2.98280882690528","19078782","1.45702338929135","1.30205198242739","1.00419904253648","0.874011951847001","0.587410826229544","0.505672181084635","0.383234637544599","0.301072711546255","2.60825362398623","297717870","50.054118586816","297074084","49.945881413184","594801271",""
